ID,Zotero_Key,Author_Year,Title,AI_Literacies,Generative_KI,Prompting,KI_Sonstige,Soziale_Arbeit,Bias_Ungleichheit,Gender,Diversitaet,Feministisch,Fairness,Decision,Exclusion_Reason,Studientyp,LLM_Confidence,LLM_Reasoning
45,BTLTEA6Y,Meilvang & Dahler (2024),Decision support and algorithmic support: The construction of algorithms and professional discretion in social work,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.95,"Das Paper analysiert algorithmische Entscheidungsunterstützungssysteme (KI_Sonstige) in der dänischen Kinder- und Familiensozialarbeit (Soziale_Arbeit) kritisch. Es untersucht, wie diese Systeme professionelle Diskretion von Sozialarbeiter:innen beeinflussen und umstrukturieren. Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt."
46,7D3ICY7Z,van Toorn et al. (2024),"Introduction to the digital welfare state: Contestations, considerations and entanglements",Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.92,"Das Paper behandelt algorithmische Entscheidungssysteme und Automatisierung im digitalen Wohlfahrtsstaat (KI_Sonstige). Es hat direkten Bezug zur Sozialen Arbeit (Wohlfahrtssysteme, Fachkräfte-Diskretion). Zentrale Themen sind strukturelle Ungleichheiten, Surveillance marginalisierter Gruppen und Kriminalisierung von Armut durch algorithmische Systeme (Bias_Ungleichheit). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt."
47,XQM6WRU2,Cher et al. (2024),Exploring machine learning to support decision-making for placement stabilization and preservation in child welfare,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Include,,Empirisch,0.92,"Das Paper verwendet klassisches Machine Learning (Random Forest, logistische Regression) zur Vorhersage von Placement-Disruption in der Kinder- und Jugendhilfe – klarer KI_Sonstige-Bezug. Der direkte Bezug zur sozialarbeiterischen Praxis (Kinder- und Jugendhilfe, Family First Prevention Services Act) erfüllt Soziale_Arbeit. Fairness-Überlegungen zum Modell werden explizit erwähnt. Beide Bedingungen (TECHNIK + SOZIAL) sind erfüllt."
48,E4G328PD,Heinz et al. (2025),Clinical trial of an LLM-based conversational AI psychotherapy,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.85,"Das Paper behandelt einen klinischen RCT eines LLM-basierten Therapie-Chatbots (Generative_KI = Ja). Es besteht kein direkter Bezug zu Sozialer Arbeit, Bias/Ungleichheit, Gender, Diversität, Feminist oder Fairness. Der Fokus liegt auf klinischer Psychotherapie (Psychiatrie/Psychologie), nicht auf sozialarbeiterischer Praxis oder sozialen Ungleichheitsfragen. Die SOZIAL-Bedingung ist nicht erfüllt, daher Exclude."
49,GFXYER4F,Takaoka (2022),AI implementation science for social issues: Pitfalls and tips,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Empirisch,0.95,"Das Paper beschreibt die Implementierung eines ML-Systems (AiCAN) zur Vorhersage von Kindesmisshandlungsrückfällen in japanischen Kinderschutzbehörden (Child Guidance Centers). KI_Sonstige ist klar erfüllt (gradient boosting, Bayesian networks, AUROC). Soziale_Arbeit ist klar erfüllt: direkter Bezug zu Kinderschutz als klassischem Feld der Sozialen Arbeit, mit Praxisimplementierung und Stakeholder-Einbindung. Beide Bedingungen (TECHNIK + SOZIAL) sind erfüllt."
50,3B87U5LN,Siddals et al. (2024),"""It happened to be the perfect thing"": Experiences of generative AI chatbots for mental health",Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.82,"Das Paper behandelt generative KI-Chatbots (ChatGPT, Pi) für mentale Gesundheitsunterstützung – erfüllt die Technik-Bedingung. Jedoch fehlt die Sozial-Bedingung: Kein direkter Bezug zu Sozialer Arbeit, kein Bias/Ungleichheits-Fokus, kein Gender- oder Diversitäts-Schwerpunkt, keine feministische Perspektive, keine Fairness-Analyse. Die Studie untersucht Nutzererfahrungen im Mental-Health-Kontext, ohne soziale Ungleichheiten oder relevante Sozialkategorien substantiell zu thematisieren."
51,C325Y32P,World Economic Forum (2024),AI for impact: The PRISM framework for responsible AI in social innovation,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Include,,Konzept,0.78,"Das Paper stellt ein Framework (PRISM) für verantwortungsvolle KI-Nutzung in sozialen Innovationsbereichen vor. Es adressiert KI-Kompetenzen (Readiness Assessment, Adoption Pathways) und ethische KI-Adoption (Fairness). Der direkte Bezug zu Social Services/Social Innovation und sozialen Dienstleistungsorganisationen erfüllt das Kriterium Soziale_Arbeit. Technik (AI_Literacies, KI_Sonstige) und Sozial (Soziale_Arbeit, Fairness) sind beide erfüllt → Include."
52,7QQV7R9S,British Association of Social Workers (2025),Generative AI & social work practice guidance,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Konzept,0.97,"Das Dokument ist eine Praxisleitlinie der BASW zu generativer KI in der Sozialen Arbeit. Es behandelt substantiell: generative KI-Systeme (LLMs), KI-Kompetenzen für Praktiker:innen (AI Literacy), direkten Bezug zur sozialarbeiterischen Praxis und Bias-Problematik (rassistische/sexistische Annahmen aus Trainingsdaten). Alle Bedingungen für Include sind erfüllt."
53,PI5H2LZ2,Moreau et al. (2024),"Failing our youngest: On the biases, pitfalls, and risks in a decision support algorithm used for child protection",Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.97,"Das Paper untersucht ein algorithmisches Entscheidungsunterstützungssystem im Kinderschutz (KI_Sonstige), hat direkten Bezug zur Sozialen Arbeit (Kindeswohlgefährdung in dänischen Kommunen), thematisiert Bias gegen Migrantenfamilien (Bias_Ungleichheit, Diversitaet) und analysiert algorithmische Fairness-Probleme in hochriskanten Entscheidungssituationen. Alle Bedingungen für Einschluss sind klar erfüllt."
54,JC7X3MM7,Kawakami et al. (2022),"Improving human-AI partnerships in child welfare: Understanding worker practices, challenges, and desires for algorithmic decision support",Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Empirisch,0.98,"Das Paper untersucht empirisch den Einsatz eines algorithmischen Entscheidungsunterstützungssystems (Allegheny Family Screening Tool) in der Jugendhilfe. Es adressiert KI-Kompetenzen der Sozialarbeiter:innen, algorithmischen Bias und Diskriminierungsrisiken sowie Fairness-Aspekte. Direkter Bezug zu sozialarbeiterischer Praxis (Kinderschutz-Hotline) ist eindeutig gegeben. Alle Einschlusskriterien (Technik + Sozial) sind mehrfach erfüllt."
55,TNLGELEQ,Näscher et al. (2025),ReflectAI: Design and evaluation of an AI coach to support public servants' self-reflection,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.82,"Das Paper behandelt einen LLM-basierten KI-Coach für öffentliche Bedienstete zur Selbstreflexion. Technisch relevant (Generative KI, Prompting, AI Literacy). Jedoch kein ausreichender Bezug zu sozialer Arbeit – öffentliche Verwaltung/Beamte sind keine Zielgruppe der Sozialen Arbeit. Kein Bias, Gender, Diversität, Fairness oder feministischer Fokus. Das Abstract suggeriert eine Nähe zu 'human services', aber direkter Sozialarbeitsbezug fehlt substantiell."
56,8MDXCTA6,Hall et al. (2024),"A systematic review of sophisticated predictive and prescriptive analytics in child welfare: Accuracy, equity, and bias",Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.99,"Systematisches Review zu prädiktiven/präskriptiven Algorithmen in der Kinder- und Jugendhilfe. Klare Technik-Relevanz (algorithmische Entscheidungssysteme/ML). Starker Sozialbezug: direkte Verbindung zur sozialarbeiterischen Praxis (child welfare), substantielle Behandlung von Bias/Diskriminierung (gegen einkommensschwache Familien, Communities of Color), algorithmischer Fairness und Dehumanisierungseffekten auf Sozialarbeiter:innen."
57,4GYXUS9Y,Goldkind et al. (2024),The end of the world as we know it? ChatGPT and social work,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.92,"Das Editorial behandelt substantiell ChatGPT (generative KI) in der Sozialen Arbeit, thematisiert Prompting-Praktiken als Teil kritischer Reflexion, und adressiert faire KI-Nutzung (Fairness). Der direkte Bezug zur sozialarbeiterischen Praxis und Profession ist klar gegeben. Sowohl TECHNIK (Generative_KI, Prompting, AI_Literacies) als auch SOZIAL (Soziale_Arbeit, Fairness) sind erfüllt."
58,CLKAD87H,James et al. (2025),Responsible prompting recommendation: Fostering responsible AI practices in prompting-time,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Empirisch,0.78,"Das Paper behandelt substantiell Prompting-Strategien (Prompt Engineering, Recommender System), Generative KI (LLMs) und AI Literacy (Bewusstsein für Responsible AI bei Novizen). Es adressiert Fairness und Bias durch den Fokus auf 'responsible AI practices', schädliche Inhalte und soziale Werte in Prompts. Soziale Arbeit wird im Abstract nur als potenzielle Anwendungsdomäne erwähnt, nicht substantiell behandelt. TECHNIK_OK und SOZIAL_OK sind erfüllt."
59,CY5IMM6G,Ahn et al. (2025),Artificial Intelligence (AI) literacy for social work: Implications for core competencies,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.98,"Das Paper entwickelt explizit ein Framework zur Integration von KI-Kompetenzen (AI Literacy) in die neun Kernkompetenzen des CSWE-Standards für Soziale Arbeit. Es behandelt substantiell algorithmischen Bias, soziale Ungleichheiten, Diskriminierung sowie Diversität/Inklusion im KI-Kontext. Alle Einschlusskriterien (Technik: AI_Literacies, KI_Sonstige; Sozial: Soziale_Arbeit, Bias_Ungleichheit, Diversitaet, Fairness) sind klar erfüllt."
60,UENFDPH9,Garkisch et al. (2024),Considering a unified model of artificial intelligence enhanced social work: A systematic review,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Include,,Literaturreview,0.97,"Das Paper ist ein systematisches Review zur KI in der Sozialen Arbeit (67 Artikel), mit direktem Bezug zu sozialarbeiterischer Praxis und Ausbildung (Staub-Bernasconi's triple mandate). Es behandelt substantiell AI Literacy, Data Literacy und Computational Thinking als Kompetenzanforderungen für Sozialarbeitende sowie KI-Systeme im Sozialbereich. Beide Bedingungen (Technik und Sozial) sind klar erfüllt."
61,AK7K4P97,Baker et al. (2025),Artificial intelligence in social work: An EPIC model for practice,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.95,"Das Paper präsentiert ein konzeptuelles Modell (EPIC) zur Integration von KI in die Soziale Arbeit. Es adressiert KI-Kompetenzen (AI Digital Literacy), algorithmische Systeme im Sozialbereich, direkte Bezüge zur Sozialen Arbeit, Fragen der sozialen Gerechtigkeit/Ungleichheit, Fairness und Inklusion vulnerabler Gruppen. Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt."
62,6Y5EPQRR,Kutscher (2023),"Positionings, challenges, and ambivalences in children's and parents' perspectives in digitalized familial contexts",Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.95,"Das Paper behandelt digitale Familiendynamiken, Sharenting und Kinderrechte im digitalen Kontext. Es gibt keinen Bezug zu KI-Systemen, Machine Learning, generativer KI oder Algorithmen. Die Thematik ist allgemein digitale Medienkompetenz und Kinderschutz, nicht KI-spezifisch. Keine der Technik-Kategorien ist erfüllt, daher Ausschluss."
63,QKFG72IT,Fujii et al. (2024),Bildungsteilhabe - Flucht - Digitalisierung: Eine multilokale Ethnografie im (digitalen) Alltag junger Geflüchteter,Nein,Nein,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.9,"Das Paper behandelt digitale Medien und Bildungsteilhabe junger Geflüchteter aus ethnografischer Perspektive. Es fokussiert auf digitale Kompetenzen und Exklusion, aber nicht auf KI-Systeme, ML, generative KI oder algorithmische Entscheidungssysteme. Die TECHNIK-Bedingung ist nicht erfüllt, da keine KI-Technologie substantiell behandelt wird – nur allgemeine Digitalisierung und digitale Medien."
64,BKSU66QB,Kutscher (2024),Digitalität und Digitalisierung als Gegenstand der Sozialen Arbeit,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.85,"Das Paper behandelt algorithmische und datengetriebene Systeme (KI_Sonstige) im Kontext Sozialer Arbeit (Soziale_Arbeit) und analysiert deren Auswirkungen auf soziale Ungleichheiten, Machtverhältnisse und Überwachungsmechanismen (Bias_Ungleichheit). Es ist ein theoretischer Beitrag, der die kritische Auseinandersetzung mit digitalen Transformationen in der Sozialen Arbeit fordert."
65,M2FYV58I,Schneider et al. (2022),Exploring opportunities and risks in decision support technologies for social workers: An empirical study in the field of disabled people's services,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Empirisch,0.92,Das Paper untersucht algorithmische Entscheidungsunterstützungssysteme (KI_Sonstige) in der sozialen Arbeit mit Fokus auf Behindertendienstleistungen (Soziale_Arbeit). Es thematisiert Bias-Reduktion und Ressourcenzuteilungstransparenz (Bias_Ungleichheit) sowie Fairness-Aspekte algorithmischer Systeme. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.
66,LMW8DZ78,Schneider et al. (2025),"Indecision on the use of artificial intelligence in healthcare: A qualitative study of patient perspectives on trust, responsibility and self-determination using AI-CDSS",Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.82,"Das Paper behandelt algorithmische Entscheidungssysteme (AI-CDSS) im Gesundheitswesen, erfüllt also die Technik-Bedingung. Die sozialen Aspekte (Vertrauen, Verantwortung, Selbstbestimmung, vulnerable Gruppen) berühren zwar gesellschaftlich relevante Fragen, aber keines der definierten sozialen Kriterien wird substantiell behandelt: kein Bezug zur Sozialen Arbeit, kein expliziter Bias/Fairness-Fokus, kein Gender- oder Diversitäts-Schwerpunkt, keine feministische Perspektive."
67,2WHGF83D,Schneider & Weber (2024),"AI for decision support: What are possible futures, social impacts, regulatory options, ethical conundrums and agency constellations?",Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.78,"Das Paper behandelt algorithmische Entscheidungsunterstützungssysteme (KI_Sonstige) in Bereichen wie Gesundheit, Rechtssystem und Grenzkontrolle. Es thematisiert substantiell Diskriminierung durch Trainingsdaten (Bias_Ungleichheit) und algorithmische Fairness-Fragen (Fairness). Kein direkter Soziale_Arbeit-Bezug, aber die TECHNIK+SOZIAL-Bedingung ist durch KI_Sonstige und Bias_Ungleichheit/Fairness erfüllt."
68,44AA6ETH,Schneider (2024),Das verflixte Problem mit Klassifikationen: Zum Einfluss der Digitalisierung auf die Soziale Diagnostik in der Sozialen Arbeit,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.85,"Das Paper behandelt algorithmische Entscheidungsunterstützungssysteme (KI_Sonstige) in der Sozialen Arbeit (Soziale_Arbeit). Es analysiert, wie digitale Klassifikationssysteme und algorithmische Tools soziale Diagnosepraxis beeinflussen. Der Fokus auf Kategorisierungsproblemen und das Risiko der Reifizierung sozialer Probleme berührt Bias/Ungleichheit. Beide Bedingungen (TECHNIK + SOZIAL) sind erfüllt."
69,QG8IAB53,Jarke & Büchner (2024),Who cares about data? Data care arrangements in everyday organisational practice,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.85,"Das Paper behandelt 'Data Care Arrangements' in Bildungs- und Sozialdienstleistungsorganisationen – es hat Bezug zu sozialen Einrichtungen (Soziale_Arbeit: Ja), aber keinen substantiellen Bezug zu KI, Machine Learning, Algorithmen oder verwandten Technologien. Die TECHNIK-Bedingung (mindestens eine KI-Kategorie) ist nicht erfüllt, da es sich um allgemeine Datenarbeit ohne KI-Fokus handelt. Daher: Exclude."
70,49PPZJ7Z,Zakharova et al. (2024),Tensions in digital welfare states: Three perspectives on care and control,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.78,Das Paper behandelt algorithmische Governance und Datensysteme im Wohlfahrtsstaat (KI_Sonstige) mit direktem Bezug zu sozialen Dienstleistungen und Welfare-Provision (Soziale_Arbeit). Die Analyse von Überwachungsintensivierung und Spannungen zwischen Care und Control im digitalen Wohlfahrtsstaat adressiert strukturelle Ungleichheiten und Machtfragen (Bias_Ungleichheit). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.
71,NQEUZQF9,Jarke & Manchester (2025),Datafied ageing futures: Regimes of anticipation and participatory futuring,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Include,,Konzept,0.72,"Das Paper behandelt datengetriebene Systeme (KI_Sonstige) im Kontext alternder Bevölkerungen und kritisiert techno-solutionistische Narrative. Es thematisiert Ungleichheit durch ageistische Annahmen und fehlende Partizipation betroffener Gruppen (Bias_Ungleichheit, Diversitaet). Kein direkter Soziale_Arbeit-Bezug, kein Fokus auf generative KI oder Prompting. Die Verbindung zu KI ist durch 'data-driven systems' und 'datafied futures' gegeben, aber nicht spezifisch genug für klassisches ML."
72,L6PH7GDL,Linnemann et al. (2025),Künstliche Intelligenz in der Sozialen Arbeit: Grundlagen für Theorie und Praxis,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.95,"Das Paper behandelt substantiell KI in der Sozialen Arbeit aus theoretischer und praxisorientierter Perspektive. Es deckt AI Literacy/Kompetenzen, KI-Grundlagen, Bias in Trainingsdaten, algorithmischen Bias und ethisch-rechtliche Rahmenbedingungen ab. Direkter Bezug zur Sozialen Arbeit ist explizit. Erste systematische deutschsprachige Behandlung dieses Themas – erfüllt klar beide Bedingungen (Technik + Sozial)."
73,QLXLEUCG,Schneider & Seelmeyer (2018),Der Einfluss der Algorithmen: Neue Qualitäten durch Big Data Analytics und Künstliche Intelligenz,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.92,"Das Paper behandelt substanziell algorithmische Entscheidungsfindung (KI_Sonstige) in der Sozialen Arbeit (Soziale_Arbeit), thematisiert Automation Bias und unkritische Übernahme algorithmischer Empfehlungen (Bias_Ungleichheit), und diskutiert professionelle KI-Kompetenzen und kritische Reflexion (AI_Literacies). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt."
