paper_id,title,author_year,has_human,has_agent,human_AI_Literacies,agent_AI_Literacies,agree_AI_Literacies,human_Generative_KI,agent_Generative_KI,agree_Generative_KI,human_Prompting,agent_Prompting,agree_Prompting,human_KI_Sonstige,agent_KI_Sonstige,agree_KI_Sonstige,human_Soziale_Arbeit,agent_Soziale_Arbeit,agree_Soziale_Arbeit,human_Bias_Ungleichheit,agent_Bias_Ungleichheit,agree_Bias_Ungleichheit,human_Gender,agent_Gender,agree_Gender,human_Diversitaet,agent_Diversitaet,agree_Diversitaet,human_Feministisch,agent_Feministisch,agree_Feministisch,human_Fairness,agent_Fairness,agree_Fairness,human_decision,agent_decision,agree_decision,human_exclusion_reason,agent_exclusion_reason,human_studientyp,agent_studientyp,agent_confidence,agent_reasoning,category_agreements,category_total,category_agreement_rate
5F7D9PEB,Policy advice and best practices on bias and fairness in AI,Alvarez (2024),Ja,Ja,,Nein,,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Exclude,Include,Nein,Not relevant topic,,Theoretisch,Literaturreview,0.95,"Das Paper behandelt substantiell algorithmische Fairness, Bias-Mitigation in KI-Systemen (KI_Sonstige) und verbindet diese mit rechtlichen und Policy-Dimensionen. Es adressiert Diskriminierung gegenüber geschützten Gruppen, intersektionale Diskriminierung (Bias_Ungleichheit, Diversitaet) und schlägt konkrete Fairness-Architekturen vor (Fairness). TECHNIK_OK und SOZIAL_OK sind beide erfüllt.",7,9,77.78%
5G2QTZYD,Feminist perspectives on AI: Ethical considerations in algorithmic decision-making,Ahmed (2024),Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Literaturreview,Theoretisch,0.82,"Das Paper thematisiert algorithmische Entscheidungssysteme (KI_Sonstige) mit explizit feministischer Theorie (intersektionale Entwicklungspraxis, feministische KI-Ethik). Strukturell eingebettete Diskriminierung adressiert Bias_Ungleichheit, partizipative Entwicklung mit marginalisierten Gruppen adressiert Diversitaet, und Fairness ist zentrales Thema. TECHNIK_OK (KI_Sonstige) und SOZIAL_OK (Bias, Feministisch, Diversitaet, Fairness) → Include.",8,10,80.00%
5T55I5Z7,ARTIFICIAL INTELLIGENCE and GENDER EQUALITY,UNESCO (2020),Nein,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Include,,,,,Konzept,0.85,"Der UNESCO-Bericht behandelt substantiell KI-Anwendungen (KI_Sonstige) im Kontext von Gender-Ungleichheit und Gender-Bias in KI-Systemen. Er analysiert, wie Gender-Biases in KI-Anwendungen kodiert sind und thematisiert damit Diskriminierung und Ungleichheit (Bias_Ungleichheit). Gender ist ein zentrales Thema. Beide Bedingungen (Technik + Sozial) sind erfüllt.",0,0,
5UAHQESQ,Prompt Engineering Techniques for Mitigating Cultural Bias Against Arabs and Muslims in Large Language Models: A Systematic Review,Basseri (2025),Ja,Ja,,Nein,,,Ja,,,Ja,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Nein,,,Ja,,Exclude,Include,Nein,Other,,,Literaturreview,0.95,"Das Paper behandelt substantiell Prompt-Engineering-Strategien (TECHNIK: Generative_KI + Prompting) zur Reduktion von kulturellem Bias gegen Araber und Muslime in LLMs. Es adressiert algorithmischen Bias, Diversität/Repräsentation und Fairness-Metriken (SOZIAL: Bias_Ungleichheit, Diversitaet, Fairness). Beide Bedingungen für Include sind klar erfüllt.",0,0,
64DQYVVB,More or less wrong: A benchmark for directional bias in LLM comparative reasoning,Liu (2025),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Experimentell,Experimentell,0.55,"Das Paper behandelt Bias in LLMs (Generative_KI) durch ein Benchmark für 'directional bias' in vergleichendem Reasoning. Dies deutet auf Bias_Ungleichheit und Fairness-Aspekte hin. Kein Abstract verfügbar, daher moderate Konfidenz. Sozialarbeiterischer Bezug ist nicht erkennbar, aber Bias/Fairness in LLMs ist als soziale Dimension relevant. TECHNIK_OK (Generative_KI) und SOZIAL_OK (Bias_Ungleichheit, Fairness) → Include.",6,10,60.00%
6BZ5353S,Multilingual Prompting for Improving LLM Generation Diversity,Wang (2025),Ja,Ja,,Nein,,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Nein,,Exclude,Include,Nein,Duplicate,,,Empirisch,0.72,"Das Paper behandelt Prompting-Strategien für LLMs (Generative_KI + Prompting) und zielt auf verbesserte demografische und kulturelle Diversität in Outputs ab (Diversitaet). Die Reduktion kultureller Halluzinationen und Verbesserung der Meinungsvielfalt sind substantielle Diversitätsthemen. Kein direkter Bezug zu Sozialer Arbeit, Bias-Analyse oder feministischer Theorie. Die Schwelle für Include ist erreicht durch Technik (Generative_KI + Prompting) und Sozial (Diversitaet).",0,0,
6JAZXKEB,Using digital story writing as a pedagogy to develop AI literacy among primary students,Ng (2022),Ja,Nein,Ja,,,Ja,,,Nein,,,Ja,,,Nein,,,Ja,,,Ja,,,Ja,,,Nein,,,Ja,,,Include,,,,,Konzept,,,,0,0,
6L6WSDC8,How Far Can We Extract Diverse Perspectives from Large Language Models?,Hayati (2024),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Empirisch,Experimentell,0.88,"Das Paper untersucht systematisch Prompting-Strategien für LLMs, um diverse Perspektiven zu extrahieren und dominante Gruppen-Bias zu reduzieren. Damit erfüllt es die Technik-Kriterien (Generative_KI, Prompting) sowie Sozial-Kriterien (Bias_Ungleichheit, Diversitaet, Fairness) substantiell. Die Studie adressiert monokulturellen Output-Bias und Perspektivenvielfalt in subjektiven Aufgaben wie Hate-Speech-Labeling.",10,10,100.00%
6L85PRUW,Inclusive prompt engineering: A methodology for hacking biased AI image generation,Skilton (2024),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Include,Include,Ja,,,Empirisch,Empirisch,0.92,"Das Paper behandelt substantiell generative KI (Bildgeneratoren), Prompt-Engineering als Kernmethodik und algorithmischen Bias/Diversität in KI-Outputs. Die Methodik 'inclusive prompt engineering' adressiert direkt Bias-Reduktion und inklusive Repräsentation in generierten Bildern. TECHNIK_OK (Generative_KI, Prompting) und SOZIAL_OK (Bias_Ungleichheit, Diversitaet) sind beide erfüllt.",9,10,90.00%
6MJYP7ZX,Prompt engineering techniques for mitigating cultural bias against Arabs and Muslims in large language models: A systematic review,Prakash (2023),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Include,Include,Ja,,,Literaturreview,Literaturreview,0.9,Der Titel macht klar: Das Paper behandelt Prompt-Engineering-Techniken für LLMs (Generative_KI + Prompting) zur Reduzierung kulturellen Bias gegen Araber und Muslime (Bias_Ungleichheit + Diversitaet + Fairness). Systematisches Review-Format. Beide Bedingungen (Technik und Sozial) sind deutlich erfüllt.,8,10,80.00%
6N2E242K,Akzeptanz von KI und organisationale Rahmenbedingungen in der Sozialen Arbeit,Schönauer (2025),Ja,Ja,,Ja,,,Nein,,,Nein,,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,Exclude,Include,Nein,Duplicate,,,Empirisch,0.95,"Das Paper behandelt substantiell die Akzeptanz und den Einsatz von KI in der Sozialen Arbeit aus Fachkräfteperspektive (Soziale_Arbeit = Ja, KI_Sonstige = Ja). Es thematisiert digitale Kompetenzen und die Notwendigkeit von Weiterbildungen im Umgang mit KI (AI_Literacies = Ja). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt, daher Include.",0,0,
6QPLNNQK,Bias against women and girls in large language models: A UNESCO study,UNESCO (2024),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Include,Include,Ja,,,Experimentell,Empirisch,0.95,"Das Paper analysiert empirisch Gender-Bias in LLMs (GPT-3.5, Llama 2) mit Fokus auf Stereotypisierung gegen Frauen und queere Menschen. TECHNIK_OK durch Generative_KI; SOZIAL_OK durch Bias_Ungleichheit, Gender und Diversitaet. Keine feministische Theorie explizit verwendet, daher Feministisch=Nein.",8,10,80.00%
6Y5EPQRR,"Positionings, challenges, and ambivalences in children's and parents' perspectives in digitalized familial contexts",Kutscher (2023),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Exclude,Ja,Not relevant topic,Not_relevant_topic,Empirisch,Empirisch,0.95,"Das Paper behandelt digitale Familiendynamiken, Sharenting und Kinderrechte im digitalen Kontext. Es gibt keinen Bezug zu KI-Systemen, Machine Learning, generativer KI oder Algorithmen. Die Thematik ist allgemein digitale Medienkompetenz und Kinderschutz, nicht KI-spezifisch. Keine der Technik-Kategorien ist erfüllt, daher Ausschluss.",10,10,100.00%
79TL6HSB,Social work and artificial intelligence: Collaboration and challenges,Chen (2025),Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Include,Include,Ja,,,Empirisch,Empirisch,0.95,"Das Paper behandelt KI-Anwendungen in der Sozialen Arbeit direkt (Soziale_Arbeit). Es adressiert technische Literalität (AI_Literacies), algorithmische Entscheidungssysteme (KI_Sonstige), Automation Bias und Transparenzprobleme (Bias_Ungleichheit, Fairness). Qualitative Studie mit Interviews von Fachkräften, Entwicklern und Politikern. Sowohl TECHNIK als auch SOZIAL-Kriterien sind klar erfüllt.",9,10,90.00%
7AMRV4DT,Mitigating trust-induced inappropriate reliance on AI assistance,Srinivasan (2025),Ja,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Ja,,Exclude,Include,Nein,Duplicate,,,Empirisch,0.65,"Das Paper behandelt algorithmische Entscheidungsunterstützungssysteme (KI_Sonstige) und thematisiert faire/angemessene Nutzung von KI-Empfehlungen durch trust-adaptive Interventionen. Fairness wird durch das Ziel der Reduktion unangemessener Abhängigkeit (over/under-trust) substantiell adressiert. Kein direkter Sozialarbeitsbezug, aber Fairness-Kriterium erfüllt. Grenzfall, da kein expliziter sozialer Kontext vorhanden.",0,0,
7AS5MAU9,Mitigating trust-induced inappropriate reliance on AI assistance,Srinivasan (2025),Ja,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Ja,,Exclude,Include,Nein,Duplicate,,,Empirisch,0.65,"Das Paper behandelt algorithmische Entscheidungsunterstützung (KI_Sonstige) und adressiert Fairness durch Reduktion von Over-Trust und Over-Reliance auf KI-Empfehlungen – ein Fairness-relevantes Thema bei menschlich-algorithmischer Entscheidungsfindung. Kein direkter Sozialarbeitsbezug, aber die Fairness-Dimension (gerechte, angemessene KI-Nutzung in Entscheidungsprozessen) ist substantiell genug. Confidence moderat, da der Bezug zu sozialen Kontexten indirekt ist.",0,0,
7D3ICY7Z,"Introduction to the digital welfare state: Contestations, considerations and entanglements",van Toorn (2024),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,,Ja,,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,Exclude,Include,Nein,Not relevant topic,,,Theoretisch,0.92,"Das Paper behandelt algorithmische Entscheidungssysteme und Automatisierung im digitalen Wohlfahrtsstaat (KI_Sonstige). Es hat direkten Bezug zur Sozialen Arbeit (Wohlfahrtssysteme, Fachkräfte-Diskretion). Zentrale Themen sind strukturelle Ungleichheiten, Surveillance marginalisierter Gruppen und Kriminalisierung von Armut durch algorithmische Systeme (Bias_Ungleichheit). Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt.",3,3,100.00%
7FBB2KUC,Bedeutung von Künstlicher Intelligenz in der Sozialen Arbeit,Linnemann (2023),Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Include,Include,Ja,,,Theoretisch,Theoretisch,0.88,"Das Paper behandelt NLP/KI-Verfahren (KI_Sonstige) in der Sozialen Arbeit (Soziale_Arbeit) mit direktem Bezug zu sozialarbeiterischer Praxis und Theorie (Staub-Bernasconi). Es diskutiert Implikationen für Klient*innen und die Profession. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt. NLP wird als klassisches ML-Feld eingestuft, da kein expliziter Fokus auf generative Modelle wie LLMs erkennbar ist.",9,10,90.00%
7FEFMCBZ,How child welfare workers reduce racial disparities in algorithmic decisions,Cheng et al. (2022),Nein,Ja,,Nein,,,Nein,,,Nein,,,Ja,,,Ja,,,Ja,,,Nein,,,Nein,,,Nein,,,Ja,,,Include,,,,,Empirisch,0.98,"Das Paper untersucht den Allegheny Family Screening Tool (algorithmisches Risikobewertungssystem) im Kinderschutz (Soziale Arbeit). Es analysiert explizit Racial Bias durch verzerrte Trainingsdaten (Bias_Ungleichheit), die Fairness-Auswirkungen menschlicher Korrekturen algorithmischer Entscheidungen (Fairness) und die Praxis von Sozialarbeiter:innen in der Jugendhilfe. Alle drei Bedingungen – KI_Sonstige, Soziale_Arbeit, Bias_Ungleichheit – sind klar erfüllt.",0,0,
7G73H3KM,Generative AI and opportunities for feminist classroom assignments,Small (2023),Ja,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Include,Include,Ja,,,Experimentell,Konzept,0.85,"Das Paper behandelt generative KI (TECHNIK_OK) und verwendet explizit feministische Theorie und Epistemologie im Bildungskontext (SOZIAL_OK durch Feministisch=Ja). Es geht um KI-Kompetenzen und kritische Reflexion im feministischen Classroom-Setting, wobei feministische Wissensproduktion und Machtstrukturen explizit adressiert werden. Beide Bedingungen für Include sind erfüllt.",5,10,50.00%
7G78SADI,"AI literacy for users – A comprehensive review and future research directions of learning methods, components, and effects",Pinski (2024),Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Include,Exclude,Nein,,Not_relevant_topic,Literaturreview,Literaturreview,0.7,"Das Paper fokussiert auf AI Literacy für Nutzer:innen – Lernmethoden, Komponenten und Effekte. TECHNIK_OK (AI_Literacies = Ja), aber SOZIAL_OK fehlt: Kein expliziter Bezug zu Sozialer Arbeit, Bias/Ungleichheit, Gender, Diversität, feministischer Theorie oder algorithmischer Fairness erkennbar. Ohne Abstract schwer zu beurteilen, aber Titel deutet auf allgemeines AI-Literacy-Framework ohne sozialen Fokus hin.",5,10,50.00%
7IVS7X63,Assessing GPT's bias towards stigmatized social groups: An intersectional case study on nationality prejudice and psychophobia,Jiang (2022),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Include,Include,Ja,,,Experimentell,Empirisch,0.75,"Das Paper untersucht Bias in GPT gegenüber stigmatisierten Gruppen – ein generatives KI-System (Generative_KI = Ja). Der Fokus liegt auf Vorurteilen bzgl. Nationalität und psychischer Erkrankung (Psychophobie), was Bias_Ungleichheit und Diversitaet bejaht. Der intersektionale Ansatz deutet auf Fairness-Analyse hin. Kein Abstract verfügbar, daher moderate Konfidenz. Technik- und Sozial-Kriterien sind erfüllt → Include.",8,10,80.00%
7IY7AX7D,The influence of mental state attributions on trust in large language models,Colombatto (2025),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Exclude,Ja,Not relevant topic,Not_relevant_topic,Experimentell,Empirisch,0.88,"Das Paper untersucht, wie mentale Zuschreibungen das Vertrauen gegenüber LLMs beeinflussen – ein psychologisches Thema mit Bezug zu generativer KI. Es fehlt jedoch ein substantieller sozialer Bezug (Soziale Arbeit, Bias, Gender, Diversität, Fairness, Feministisch). Die Erwähnung von Prompt-Engineering ist beiläufig, nicht substantiell. Daher nur TECHNIK_OK, aber nicht SOZIAL_OK → Exclude.",9,10,90.00%
7L78MV2V,"Biases in large language models: Origins, inventory and discussion",Navigli (2023),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Experimentell,Literaturreview,0.95,"Das Paper behandelt substantiell soziale Biases in Large Language Models (Generative_KI). Es umfasst Gender-, Rassen-, Alters- und andere Biases (Bias_Ungleichheit, Gender, Diversitaet) sowie Ansätze zur Messung und Mitigation (Fairness). Beide Bedingungen (TECHNIK: Generative_KI; SOZIAL: Bias_Ungleichheit, Gender, Diversitaet, Fairness) sind erfüllt → Include.",9,10,90.00%
7L93JBLR,Gender in a stereo-(gender)typical EU AI law: A feminist reading of the AI Act,Karagianni (2025),Ja,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Theoretisch,Theoretisch,0.95,"Das Paper behandelt substantiell algorithmische Systeme (KI_Sonstige) im Kontext des EU AI Acts. Es verwendet explizit feministische Theorie (hermeneutische Ungerechtigkeit, feministische Rechtswissenschaft) und intersektionale Analyse (Feministisch, Gender). Bias_Ungleichheit, Diversitaet und Fairness sind zentrale Themen. TECHNIK_OK durch KI_Sonstige, SOZIAL_OK durch mehrere Kategorien → Include.",9,10,90.00%
7QQV7R9S,Generative AI & social work practice guidance,British Association of Social Workers (2025),Ja,Ja,Nein,Ja,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Include,Nein,Wrong publication type,,Unclear,Konzept,0.97,"Das Dokument ist eine Praxisleitlinie der BASW zu generativer KI in der Sozialen Arbeit. Es behandelt substantiell: generative KI-Systeme (LLMs), KI-Kompetenzen für Praktiker:innen (AI Literacy), direkten Bezug zur sozialarbeiterischen Praxis und Bias-Problematik (rassistische/sexistische Annahmen aus Trainingsdaten). Alle Bedingungen für Include sind erfüllt.",6,10,60.00%
7U29SIC8,In search of artificial intelligence (AI) literacy in teacher education: A scoping review,Sperling (2024),Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Exclude,Exclude,Ja,Not relevant topic,Not_relevant_topic,Literaturreview,Literaturreview,0.75,"Das Paper behandelt AI Literacy in der Lehrerbildung als Scoping Review – TECHNIK_OK durch AI_Literacies. Jedoch ist kein SOZIAL-Kriterium erfüllt: Kein Bezug zu Sozialer Arbeit, Bias/Ungleichheit, Gender, Diversität, feministischer Theorie oder algorithmischer Fairness erkennbar. Der Fokus liegt auf pädagogischer Ausbildung allgemein, nicht auf sozialarbeiterischen Kontexten. Daher Exclude.",7,10,70.00%
7VFNS5R3,Evaluation of an artificial intelligence literacy course for university students with diverse study backgrounds,Kong (2021),Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Include,Include,Ja,,,Empirisch,Empirisch,0.6,"Das Paper evaluiert einen KI-Literacy-Kurs für Universitätsstudierende mit unterschiedlichen Studienhintergründen. AI_Literacies ist klar erfüllt. Die Diversität der Studienhintergründe deutet auf Inklusion und Diversität hin. Kein Abstract verfügbar, daher moderate Konfidenz. TECHNIK_OK (AI_Literacies) und SOZIAL_OK (Diversitaet) sind erfüllt → Include.",8,10,80.00%
7W3RGSSG,Prompting techniques for reducing social bias in LLMs through System 1 and System 2 cognitive processes,Kamruzzaman (2024),Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Exclude,Include,Nein,Duplicate,,Experimentell,Empirisch,0.95,"Das Paper evaluiert 12 Prompt-Engineering-Strategien zur Reduktion sozialer Biases in LLMs – Prompting und Generative_KI sind klar erfüllt. Die Reduktion stereotypischer Antworten und Bias-Mitigation adressieren substantiell Bias_Ungleichheit und Fairness. Beide Bedingungen (TECHNIK und SOZIAL) sind erfüllt, daher Include.",9,10,90.00%
7WMD5JQ6,"Toward Agency‐Centered <span style=""font-variant:small-caps;"">AI</span> Literacy: A Scoping Review",Maeda (2025),Ja,Nein,Ja,,,Nein,,,Nein,,,Ja,,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Include,,,,,Literaturreview,,,,0,0,
8BUHU5EP,Feminist reflections for the development of Artificial Intelligence,Derechos Digitales (2023),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Exclude,Include,Nein,Wrong publication type,,Konzept,Konzept,0.85,"Das Paper behandelt KI-Entwicklung (KI_Sonstige) aus explizit feministischer und intersektionaler Perspektive (Feministisch, Gender). Es thematisiert Machtstrukturen, Datensouveränität und Community-Co-Design mit lateinamerikanischen Frauen, was auf Bias/Ungleichheit und Diversität abzielt. TECHNIK_OK durch KI_Sonstige, SOZIAL_OK durch mehrere Kategorien – Einschluss gerechtfertigt.",9,10,90.00%
8JFZMD5G,The influence of mental state attributions on trust in large language models,Colombatto (2025),Ja,Ja,,Nein,,,Ja,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,,Nein,,Exclude,Exclude,Ja,Duplicate,Not_relevant_topic,,Empirisch,0.88,"Das Paper untersucht psychologische Mechanismen der Vertrauensbildung gegenüber LLMs (mentale Zuschreibungen, Intelligenz vs. Bewusstsein). Es hat einen klaren Generative-KI-Bezug, aber keine substanzielle Verbindung zu sozialen Kategorien (kein Soziale_Arbeit, kein Bias/Fairness, kein Gender/Diversität, kein feministischer Ansatz). Es fehlt die SOZIAL-Bedingung für einen Include.",0,0,
8MDXCTA6,"A systematic review of sophisticated predictive and prescriptive analytics in child welfare: Accuracy, equity, and bias",Hall (2024),Ja,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Nein,Nein,Ja,Ja,Ja,Ja,Include,Include,Ja,,,Experimentell,Literaturreview,0.99,"Systematisches Review zu prädiktiven/präskriptiven Algorithmen in der Kinder- und Jugendhilfe. Klare Technik-Relevanz (algorithmische Entscheidungssysteme/ML). Starker Sozialbezug: direkte Verbindung zur sozialarbeiterischen Praxis (child welfare), substantielle Behandlung von Bias/Diskriminierung (gegen einkommensschwache Familien, Communities of Color), algorithmischer Fairness und Dehumanisierungseffekten auf Sozialarbeiter:innen.",10,10,100.00%
