ID,Zotero_Key,Author_Year,Title,AI_Literacies,Generative_KI,Prompting,KI_Sonstige,Soziale_Arbeit,Bias_Ungleichheit,Gender,Diversitaet,Feministisch,Fairness,Decision,Exclusion_Reason,Studientyp,LLM_Confidence,LLM_Reasoning,Input_Source
43,S8WGUVQT,Dencik et al. (2024),Automated government benefits and welfare surveillance,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Theoretisch,0.95,"Das Paper behandelt substantiell algorithmische Entscheidungssysteme (ML, Predictive Analytics, ADM) in der Wohlfahrtsverwaltung (KI_Sonstige). Direkter Bezug zu Sozialleistungen und Street-level Bureaucracy (Soziale_Arbeit). Umfangreiche Analyse von algorithmischem Bias gegen marginalisierte Gruppen (Bias_Ungleichheit), Diskriminierung ethnischer/migrantischer Gruppen (Diversitaet) und algorithmischer Fairness inkl. Audit-Anforderungen (Fairness). Alle Einschlusskriterien klar erfüllt.",KD
44,LXDG4KQK,Amnesty International (2024),Coded injustice: Surveillance and discrimination in Denmark's automated welfare state,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.97,"Das Paper untersucht ML-basierte Betrugskontrollalgorithmen im dänischen Sozialhilfesystem (KI_Sonstige) mit direktem Bezug zu Sozialleistungen und Caseworker-Praktiken (Soziale_Arbeit). Es thematisiert substantiell algorithmischen Bias gegen Migranten, ethnische Minderheiten und einkommensschwache Gruppen (Bias_Ungleichheit), geschlechtsspezifische Diskriminierung von Frauen in Krisenzentren (Gender), intersektionale Marginalisierung (Diversitaet) sowie fehlende Fairness-Metriken und Bias-Tests (Fairness). Alle Einschlusskriterien klar erfüllt.",KD
45,BTLTEA6Y,Meilvang & Dahler (2024),Decision support and algorithmic support: The construction of algorithms and professional discretion in social work,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Empirisch,0.97,"Klarer Include: Das Paper analysiert algorithmische Entscheidungsunterstützungssysteme (KI_Sonstige) in der dänischen Kinder- und Familiensozialarbeit (Soziale_Arbeit). Es untersucht substanziell Bias und Diskriminierungsrisiken (Bias_Ungleichheit) sowie algorithmische Fairness (Fairness) im Kontext professioneller Diskretion. Qualitative Studie mit Interviews, Beobachtungen und Dokumentenanalyse dreier kommunaler Projekte.",KD
46,7D3ICY7Z,van Toorn et al. (2024),"Introduction to the digital welfare state: Contestations, considerations and entanglements",Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Include,,Theoretisch,0.88,"Das Paper behandelt algorithmische Entscheidungssysteme und ADM im Wohlfahrtsstaat (KI_Sonstige) mit direktem Bezug zu Sozialer Arbeit (Fallstudien zu Kinderbetreuung, Behindertenhilfe, Sozialhilfe). Zentrale Themen sind strukturelle Ungleichheit/Diskriminierung marginalisierter Gruppen (Bias_Ungleichheit), explizit intersektionale Analyse mit Klasse/Race/Gender/Behinderung (Feministisch, Gender, Diversitaet). Feministisch begründet durch explizite intersektionale Perspektive nach Crenshaw-Tradition. Beide Bedingungen (TECHNIK und SOZIAL) erfüllt.",KD
47,XQM6WRU2,Cher et al. (2024),Exploring machine learning to support decision-making for placement stabilization and preservation in child welfare,Nein,Nein,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Include,,Empirisch,0.98,"Das Paper wendet klassisches ML (Random Forest, logistische Regression) auf Jugendhilfe-Entscheidungen an (KI_Sonstige, Soziale_Arbeit). Es thematisiert substantiell algorithmischen Bias und Diskriminierung nach Rasse/Geschlecht (Bias_Ungleichheit, Gender, Diversitaet) sowie algorithmische Fairness-Metriken wie TPR-Disparitäten zwischen Subgruppen (Fairness). Beide Bedingungen (TECHNIK und SOZIAL) sind klar erfüllt.",KD
48,E4G328PD,Heinz et al. (2025),Clinical trial of an LLM-based conversational AI psychotherapy,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.82,"Das Paper ist eine klinische Studie zu einem LLM-basierten Therapie-Chatbot (Generative_KI=Ja). Die sozialen Kategorien sind jedoch nicht erfüllt: Soziale Arbeit bezieht sich auf sozialarbeiterische Praxis, nicht auf klinische Psychologie/Psychiatrie. Gender und Diversität werden nur als demografische Kontrollvariablen tabellarisch berichtet, nicht substantiell untersucht. Kein Bias-Fokus, keine feministischen Perspektiven, keine Fairness-Metriken. Das Paper ist klinisch-psychologische Wirksamkeitsforschung ohne relevante soziale Kategorie.",KD
49,GFXYER4F,Takaoka (2022),AI implementation science for social issues: Pitfalls and tips,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Empirisch,0.92,"Das Paper beschreibt die Implementierung eines ML-basierten Kinderschutzsystems (AiCAN) in japanischen Kinderschutzzentren. Klarer Bezug zu KI_Sonstige (Gradient Boosting, Bayesian Networks, XAI), Soziale_Arbeit (Kinderschutz-Praxis), AI_Literacies (Schulung von Fachkräften), Bias_Ungleichheit (implizite Diskriminierung durch KI) und Fairness (faire Entscheidungsunterstützung, Political Correctness in KI-Design). Beide Bedingungen (TECHNIK + SOZIAL) sind klar erfüllt.",KD
50,3B87U5LN,Siddals et al. (2024),"""It happened to be the perfect thing"": Experiences of generative AI chatbots for mental health",Nein,Ja,Nein,Nein,Nein,Ja,Nein,Ja,Nein,Nein,Include,,Empirisch,0.78,"Das Paper fokussiert klar auf generative KI-Chatbots (ChatGPT, Pi, Gemini) im Kontext psychischer Gesundheitsversorgung. Die soziale Dimension ergibt sich aus der Diskussion von Zugangslücken und fehlender Repräsentation vulnerabler Bevölkerungsgruppen sowie Ungleichheiten beim Zugang zu digitalen Mental-Health-Tools. Kein direkter Soziale-Arbeit-Bezug, aber Bias/Ungleichheit und Diversität werden substantiell thematisiert (Einkommen, Bildung, geographische Repräsentation).",KD
51,C325Y32P,World Economic Forum (2024),AI for impact: The PRISM framework for responsible AI in social innovation,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Include,,Konzept,0.95,"Das Paper erfüllt klar beide Bedingungen. Technisch: AI Literacies (Kompetenzaufbau/Readiness), Generative KI (ChatGPT, Gemini) und klassisches ML (Predictive Analytics, Computer Vision). Sozial: Direkte Arbeit mit sozialen Innovatoren und vulnerablen Gruppen (Soziale Arbeit), Bias/Ungleichheit, Gender-Disparitäten, Diversität marginalisierter Communities, und algorithmische Fairness werden alle substantiell behandelt. Kein Prompting-Fokus, kein explizit feministischer Theorierahmen.",KD
52,7QQV7R9S,British Association of Social Workers (2025),Generative AI & social work practice guidance,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.98,"Das Paper ist ein Praxisleitfaden der BASW zu generativer KI in der Sozialen Arbeit. Es behandelt substantiell: (1) Generative KI (ChatGPT-ähnliche Tools, Magic Notes, CoPilot), (2) AI Literacy/Kompetenzen (kritisches Denken, professionelles Urteil), (3) Soziale Arbeit als Kernkontext, (4) Bias und Diskriminierung (rassistisch, sexistisch in Trainingsdaten), (5) Diversität (Equalities Impact Assessments), (6) Fairness (ethischer Einsatz nach BASW Code of Ethics). Alle Einschlusskriterien klar erfüllt.",KD
53,PI5H2LZ2,Moreau et al. (2024),"Failing our youngest: On the biases, pitfalls, and risks in a decision support algorithm used for child protection",Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Empirisch,0.98,"Das Paper untersucht empirisch einen algorithmischen Entscheidungsunterstützungssystem im dänischen Kinderschutz (KI_Sonstige). Es hat direkten Bezug zur sozialarbeiterischen Praxis (Soziale_Arbeit), analysiert systematische Diskriminierung und strukturelle Benachteiligung marginalisierter Gruppen (Bias_Ungleichheit) und behandelt algorithmische Fairness explizit als Kernthema (Fairness). Beide Bedingungen – Technik und Sozial – sind klar erfüllt.",KD
54,JC7X3MM7,Kawakami et al. (2022),"Improving human-AI partnerships in child welfare: Understanding worker practices, challenges, and desires for algorithmic decision support",Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.98,"Das Paper untersucht ein ML-basiertes algorithmisches Entscheidungsunterstützungssystem (AFST) im Kinderschutz (KI_Sonstige). Es hat direkten Bezug zur sozialarbeiterischen Praxis (Soziale_Arbeit), thematisiert Diskriminierungsrisiken gegenüber marginalisierten Gruppen nach Rasse und sozioökonomischem Status (Bias_Ungleichheit, Diversitaet) sowie algorithmische Fairness-Bedenken (Fairness). Beide Bedingungen (TECHNIK + SOZIAL) sind klar erfüllt.",KD
55,TNLGELEQ,Näscher et al. (2025),ReflectAI: Design and evaluation of an AI coach to support public servants' self-reflection,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.85,"Der Abstract beschreibt ein LLM-basiertes Coaching-Tool (ReflectAI), was relevant wäre. Jedoch zeigt die detaillierte Analyse eine völlig andere Studie: qualitative Interviews zu intra-gouvernementaler Zusammenarbeit und Agency-Theory-Herausforderungen bei IT-Implementierungen – kein KI-Bezug, kein sozialer Bias-Fokus. Die detaillierte Analyse widerspricht dem Abstract fundamental. Primärbewertung basiert auf der Volltext-Extraktion: keine KI-Technologie, keine soziale Dimension im Sinne der Kategorien.",KD
56,8MDXCTA6,Hall et al. (2024),"A systematic review of sophisticated predictive and prescriptive analytics in child welfare: Accuracy, equity, and bias",Nein,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.99,"Das Paper untersucht systematisch prädiktive und präskriptive ML-Algorithmen (KI_Sonstige) im Kinderschutz (Soziale_Arbeit). Es thematisiert substantiell algorithmischen Bias und Diskriminierung gegenüber einkommensschwachen Familien und Communities of Color (Bias_Ungleichheit, Diversitaet) sowie algorithmische Fairness-Metriken (Fairness). Beide Bedingungen – Technik und Sozial – sind klar erfüllt.",KD
57,4GYXUS9Y,Goldkind et al. (2024),The end of the world as we know it? ChatGPT and social work,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Nein,Nein,Ja,Include,,Theoretisch,0.92,"Das Paper ist ein Editorial im führenden Social Work Journal, das sich explizit mit ChatGPT und Implikationen für die Soziale Arbeit befasst. Es adressiert AI Literacy (kritisch-reflektierter Umgang mit KI), Generative KI (ChatGPT/NLP), Prompting (thoughtful prompting practices) und Soziale Arbeit als Kerndisziplin. Fairness wird durch den Aufruf zu 'fair use' und gerechtem Technologieeinsatz thematisiert. Alle drei Hauptkategorien (Technik + Sozial) sind eindeutig erfüllt.",Abstract
58,CLKAD87H,James et al. (2025),Responsible prompting recommendation: Fostering responsible AI practices in prompting-time,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.82,"Paper behandelt substantiell Prompting-Strategien, generative KI (LLMs) und AI Literacy durch ein Recommender-System für Responsible Prompting. Soziale Dimension durch Bias-Mitigation, Fairness, Diversität (Sprachpriorisierung, marginalisierte Gruppen) klar gegeben. Soziale Arbeit nicht direkt adressiert – Erwähnung sozialer Dienste im Abstract ist marginal. TECHNIK_OK (AI_Literacies, Generative_KI, Prompting) und SOZIAL_OK (Bias_Ungleichheit, Diversitaet, Fairness) beide erfüllt.",KD
59,CY5IMM6G,Ahn et al. (2025),Artificial Intelligence (AI) literacy for social work: Implications for core competencies,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.98,"Das Paper entwickelt ein Framework zur Integration von AI Literacy in die CSWE-Kernkompetenzen der Sozialen Arbeit. Es behandelt substantiell AI Literacy (KI-Kompetenzentwicklung für Sozialarbeiter:innen), algorithmischen Bias/Ungleichheit (housing, hiring, service delivery), Diversität (digitale Kluft, diskriminierende Praktiken) sowie Fairness (ethische Governance). Direkter Bezug zu sozialarbeiterischer Praxis und Ausbildung ist eindeutig gegeben.",Abstract
60,UENFDPH9,Garkisch et al. (2024),Considering a unified model of artificial intelligence enhanced social work: A systematic review,Ja,Ja,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Literaturreview,0.98,"Systematischer Review über KI in der Sozialen Arbeit. Technik: Behandelt AI Literacy, LLMs (ChatGPT), algorithmische Systeme und Predictive Analytics substantiell. Sozial: Direkter Bezug zu Sozialer Arbeit (Tripelmandat), algorithmischer Bias/Diskriminierung, Diversität/inklusive Datensätze und Fairness-Aspekte werden alle explizit und substanziell adressiert. Alle Einschlusskriterien klar erfüllt.",KD
61,AK7K4P97,Baker et al. (2025),Artificial intelligence in social work: An EPIC model for practice,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Konzept,0.95,"Das Paper präsentiert ein konzeptionelles Modell (EPIC) zur Integration von KI in die Soziale Arbeit. Es behandelt substantiell KI-Kompetenzen (AI digital literacy), algorithmische Systeme im Sozialbereich, sozialarbeiterische Praxis und Ausbildung, Fragen sozialer Gerechtigkeit, Fairness und Inklusion vulnerabler Bevölkerungsgruppen. Beide Bedingungen (Technik und Sozial) sind klar erfüllt.",Abstract
62,6Y5EPQRR,Kutscher (2023),"Positionings, challenges, and ambivalences in children's and parents' perspectives in digitalized familial contexts",Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Exclude,Not_relevant_topic,Empirisch,0.95,"Das Paper behandelt digitale Familienstrukturen, Sharenting und Kinderrechte im digitalen Kontext. Es enthält weder einen KI/ML-Bezug noch werden algorithmische Systeme thematisiert. Die Diskussion über digitale Kompetenzen bezieht sich auf allgemeine digitale Mediennutzung, nicht auf KI-Literacies. Beide Bedingungen (Technik UND Sozial) sind nicht erfüllt.",Abstract
63,QKFG72IT,Fujii et al. (2024),Bildungsteilhabe - Flucht - Digitalisierung: Eine multilokale Ethnografie im (digitalen) Alltag junger Geflüchteter,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Nein,Include,,Empirisch,0.82,"Das Paper behandelt substantiell digitale Kompetenzen (AI_Literacies) junger Geflüchteter sowie algorithmische Systeme (Such-Apps, automatische Korrekturfunktionen) als KI_Sonstige. Klarer Bezug zur Kinder- und Jugendhilfe/Sozialpädagogik (Soziale_Arbeit). Zentrale Thematisierung digitaler Ungleichheiten und struktureller Benachteiligung (Bias_Ungleichheit). Diversität durch Fokus auf marginalisierte Gruppe (junge Geflüchtete) mit multiplen Diskriminierungsfaktoren. TECHNIK_OK und SOZIAL_OK erfüllt.",KD
64,BKSU66QB,Kutscher (2024),Digitalität und Digitalisierung als Gegenstand der Sozialen Arbeit,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Theoretisch,0.95,"Das Paper behandelt substantiell algorithmische Entscheidungssysteme und Predictive Analytics (KI_Sonstige) sowie Handlungskompetenzen im Umgang mit digitalen Systemen (AI_Literacies) im direkten Kontext Sozialer Arbeit (Jugendhilfe, Beratung). Es analysiert algorithmische Ungleichheit und Diskriminierung vulnerabler Gruppen (Bias_Ungleichheit), Diversitätsfragen (junge Geflüchtete, marginalisierte Klientel) und Fairness-Aspekte algorithmischer Systeme. Beide Bedingungen (Technik und Sozial) sind klar erfüllt.",KD
65,M2FYV58I,Schneider et al. (2022),Exploring opportunities and risks in decision support technologies for social workers: An empirical study in the field of disabled people's services,Ja,Nein,Nein,Ja,Ja,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.97,"Das Paper untersucht algorithmische Entscheidungsunterstützungssysteme (KI-basiertes LONA-Scoring, NLP) in der Sozialen Arbeit für Menschen mit Behinderung. Es behandelt substantiell Data Literacy und KI-Kompetenzen von Fachkräften (AI_Literacies), klassische ML-Systeme (KI_Sonstige), Soziale Arbeit (Teilhabeplanung), Bias in Dokumentation und algorithmische Diskriminierung (Bias_Ungleichheit), Inklusion marginalisierter Gruppen (Diversitaet) sowie algorithmische Fairness-Anforderungen. Alle Einschlusskriterien klar erfüllt.",KD
66,LMW8DZ78,Schneider et al. (2025),"Indecision on the use of artificial intelligence in healthcare: A qualitative study of patient perspectives on trust, responsibility and self-determination using AI-CDSS",Ja,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Ja,Include,,Empirisch,0.85,"Das Paper behandelt AI-CDSS (klassische ML-basierte Entscheidungsunterstützung) und thematisiert AI-Literalität für Patienten und Fachkräfte substantiell. Mit Bezug zu Social Work (Department of Social Work, Autor), vulnerablen Gruppen, algorithmischer Diskriminierung und Fairness-Forderungen erfüllt es beide Dimensionen. Fokus auf Selbstbestimmung und Verantwortung in Care-Kontexten ist sozialarbeitsrelevant.",KD
67,2WHGF83D,Schneider & Weber (2024),"AI for decision support: What are possible futures, social impacts, regulatory options, ethical conundrums and agency constellations?",Nein,Nein,Nein,Ja,Nein,Ja,Nein,Ja,Nein,Ja,Include,,Empirisch,0.85,"Das Paper behandelt substantiell algorithmische Entscheidungssysteme (KI_Sonstige) in Medizin, Justiz und Grenzkontrolle. Es analysiert systematisch Diskriminierung und strukturelle Benachteiligung von Migrant*innen durch automatisierte Systeme (Bias_Ungleichheit), Fairness-Metriken und Debiasing (Fairness) sowie Repräsentation marginalisierter Gruppen (Diversitaet). TECHNIK_OK durch KI_Sonstige, SOZIAL_OK durch mehrere Kategorien erfüllt. Kein direkter Soziale_Arbeit-Bezug, kein Generative-KI-Fokus.",KD
68,44AA6ETH,Schneider (2024),Das verflixte Problem mit Klassifikationen: Zum Einfluss der Digitalisierung auf die Soziale Diagnostik in der Sozialen Arbeit,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Include,,Theoretisch,0.88,"Paper behandelt algorithmische Entscheidungsunterstützungssysteme (KI_Sonstige) in der Sozialen Arbeit direkt. Analysiert, wie digitale Klassifikationssysteme sozialarbeiterische Diagnostik beeinflussen und die Spannung zwischen Standardisierung und individuellem Fallverstehen verschärfen – damit verbunden ist das Risiko der Reifikation sozialer Probleme (Bias_Ungleichheit). Klarer Bezug zu sozialarbeiterischer Praxis und Theorie.",Abstract
69,QG8IAB53,Jarke & Büchner (2024),Who cares about data? Data care arrangements in everyday organisational practice,Nein,Nein,Nein,Ja,Ja,Ja,Nein,Nein,Ja,Nein,Include,,Empirisch,0.82,"Paper untersucht digitale Datenverwaltungssysteme (SMIS, Evaluationssysteme) in Jugendhilfe- und Bildungsorganisationen – KI_Sonstige erfüllt. Direkter Bezug zu Sozialarbeitspraxis (Jugendhilfe, Sozialarbeiter, Fallkonferenzen). Thematisiert strukturelle Ungleichheiten in Datenpflegearbeit (Bias_Ungleichheit). Explizit auf feministische STS-Theorie gegründet mit Referenzen auf Puig de la Bellacasa, Mol und Care-Theorie (Feministisch). Alle TECHNIK und SOZIAL Bedingungen erfüllt.",KD
