work_id,title,record_ids,preferred_version_id,human_decisions,human_substantive_decisions,human_duplicate_record_ids,human_metadata_error_record_ids,historical_identity_bindings,historical_resolution,integrity_hold,agent_decisions,decision_authority,human_verification,agent_lifecycle_states,current_ai_review_results,corrected_ai_record_ids,ai_correction_provenance,open_ai_source_review_record_ids,effective_decision,analysis_eligible,analysis_conflicts,analysis_undecidable,conflicts,source_queue_status,source_blockers,source_acquisition_progress,next_actions
work:2761997f-e702-5162-8cb6-187e759b4688,Digital literacy as a new determinant of health: A scoping review,"[""SY8LNID7""]",version:3b11fe76-08e9-5eac-90c4-74d2e519f4a0,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:289cad67-7027-5659-9222-88cf308a9259,Measuring gender and racial biases in large language models: Intersectional evidence from automated resume evaluation,"[""QD2CXE9I"", ""QDUGSBPC"", ""SQ38TTWQ""]",version:96857bbb-4c00-5208-95cc-7618c921f552,"[""Exclude""]","[""Exclude""]","[""QD2CXE9I"", ""QDUGSBPC""]",[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:28f0270d-3c36-5ed4-a0e5-df12862266ae,AI Literacy - Towards Measuring Human Competency in Artificial Intelligence,"[""3K9RDWLY""]",version:a6f50609-1edc-50ef-83a9-28de6508d06a,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:29fb7a9c-258b-575a-814e-459be3189519,Generative AI and opportunities for feminist classroom assignments,"[""7G73H3KM""]",version:72bd8c02-aeea-5546-9ce4-2d4a8e1a602c,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:2aed2b8d-b9b5-5994-8953-93f184cc9e9d,Mitigating trust-induced inappropriate reliance on AI assistance,"[""7AMRV4DT"", ""7AS5MAU9"", ""Q8YPNNKL""]",version:66a4d405-445e-5343-9644-59c800733f84,"[""Exclude"", ""Include""]","[""Include""]","[""7AMRV4DT"", ""7AS5MAU9""]",[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:2c4e0186-65b6-532a-b9a1-854a87541510,Model explanations for gender and ethnicity bias mitigation in AI-generated narratives,"[""M7AGB7LI""]",version:bb45d529-1ae6-5ee8-b23b-900caa24b437,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:2fdf147d-7703-5e47-9b0b-a917aa7aa559,Data Feminism for AI,"[""GP4JDSI8"", ""YMYHLMFS""]",version:3bfb93db-fd4b-54cf-b0c9-b8a8460a0198,"[""Exclude"", ""Include""]","[""Include""]","[""YMYHLMFS""]",[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:3298f1c4-1a1d-5afe-8c74-e183f980e086,How AI hype impacts the LGBTQ+ community,"[""BR2LG8LD""]",version:a1ab159f-b5ce-55e9-b259-0a5ff46a4cde,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:332127f6-30b4-5b23-82f3-8e1730ab0254,"Social work in the age of artificial intelligence: A rights-based framework for evidence-based practice through social psychology, group dynamics, and institutional analysis","[""PYN6HB3E""]",version:3ded7397-ec94-56cf-8703-a7269908ae2e,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:3552cf7a-c7e4-5238-8587-d38051f55929,Advancing Accountability in AI,"[""IW32JGWV""]",version:f0b4b027-0802-50b4-892b-5ae36c33e658,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:3627182f-8335-5c7b-81e8-4d4daebd440a,Intersectionality in Artificial Intelligence: Framing Concerns and Recommendations for Action,"[""2EBHMYU4"", ""SJLJ2GHC"", ""X54V3JMF""]",version:e64033e0-573f-5401-8703-7666127c9dca,"[""Exclude""]",[],"[""SJLJ2GHC"", ""X54V3JMF""]",[],{},,False,"[""Include""]",ai_review,legacy_human_annotation_not_new_lifecycle_verification,"[""ai-agent-reviewed""]","[""accepted""]",[],[],[],Include,True,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""retain_ai_review_tier_and_record_any_further_review_at_artifact_level""]"
work:365293c9-c8ea-54dd-9f65-2f37976f1a31,Examining risks of racial biases in NLP tools for child protective services,"[""R7V99ERA""]",version:5cc8d78c-4578-5a0b-a269-b186f10fe049,[],[],[],[],{},,False,"[""Include""]",ai_review,not_recorded,"[""ai-agent-reviewed""]","[""accepted""]","[""R7V99ERA""]","[{""record_id"": ""R7V99ERA"", ""artifact"": ""generated/verification/screening-corrections-b.json#/corrections/R7V99ERA"", ""sha256"": ""sha256:bee8d491c19f2462827f06c843db44898d2c4ad94e7ca4dc3629963570eb70b6"", ""base_artifact"": ""docs/data/screening/ar2.json#/decisions/R7V99ERA"", ""base_sha256"": ""sha256:c5987e6fd4781cb27733a7103f0d67d5b0ef235d93552761f14fbd88389df055"", ""agent_id"": ""/root/research_completion"", ""model"": ""GPT-6"", ""reviewed_at"": ""2026-09-05T12:50:08Z"", ""corrected_at"": ""2026-09-05T12:50:08Z""}]",[],Include,True,{},{},[],,[],[],"[""retain_ai_review_tier_and_record_any_further_review_at_artifact_level""]"
work:3665f03e-6832-52bd-9cfe-c1cbb3ab0f74,Dipper: Diversity in Prompts for Producing Large Language Model Outputs,"[""LBLF9BCW""]",version:e2492957-f995-5e88-a188-d5353c888a95,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:370aa2bd-ee09-51cb-ba06-4b6d70ffd322,Thinking like a scientist: Can interactive simulations foster critical AI literacy?,"[""MT54YHER""]",version:b7d91192-4c8b-55f5-8d8b-b437184b4a1c,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:374ffb8c-c284-5be3-9050-86a7f02aced0,Shaping feminist artificial intelligence,"[""ZAU6P4BK""]",version:f473eb07-9c10-5676-9483-21f04b00c06e,"[""Exclude""]",[],"[""ZAU6P4BK""]",[],{},,False,[],unassessed,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:3774ea80-26a2-5c3a-a3a4-89c3fa3481e1,ReflectAI: Design and evaluation of an AI coach to support public servants' self-reflection,"[""TNLGELEQ""]",version:b000862f-dfc6-574e-b4f8-d825b8528ad7,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:37b79944-e5a1-51c4-af72-fd3719a8a08c,Intersectionality in artificial intelligence: Framing concerns and recommendations for action,"[""8U23BX2J"", ""FDR5APIU""]",version:bf914473-4be9-5a97-ae1f-040bb19a6d1b,"[""Exclude""]",[],"[""8U23BX2J"", ""FDR5APIU""]",[],{},,False,[],unassessed,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:37eb0e02-f1d2-5aec-b22c-4b3dbc69825a,How to Create Inclusive AI Images: A Guide to Bias-Free Prompting,"[""AIGLDZ4C""]",version:c879e12d-0639-50eb-95df-0d697da4d5b0,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:388f576d-3ce3-55a3-8f75-18511b662ed8,Assessing GPT's bias towards stigmatized social groups: An intersectional case study on nationality prejudice and psychophobia,"[""7IVS7X63"", ""YPYQ2TCL""]",version:0b32f577-41da-5577-bf28-4ba788da6032,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:39477e3f-0678-56ed-9b9a-4548af5518d1,Flexible intersectional stereotype extraction (FISE): Analyzing intersectional biases in large language models,"[""4LY3SA4E""]",version:fb2bcf4c-e529-5b61-95ac-f89343f98edd,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:3a7b2508-c024-541e-8ec9-61523710133b,"Governing discriminatory content in conversational AI: A cross-system, cross-lingual, and cross-topic audit","[""XY2WVKBY""]",version:0ef9781d-6715-567f-9627-95cb7c340847,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:3acd5d6a-2efd-5744-b642-ee895ee32af9,Beyond transparency and explainability: On the need for adequate and contextualized user guidelines for LLM use,"[""GCQ8J9XF""]",version:0e91a902-f0bd-578e-8b2a-02b67fbab0e7,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:3c09187b-890b-50a3-82ce-f8a9822d5a87,Intersectional analysis of visual generative AI: the case of stable diffusion,"[""HLBXNWAZ""]",version:e5d4a1fb-13dc-5495-94de-a890a0c51da9,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:3dc3ced9-8261-5840-9d71-aa2dfc43af87,When Good Algorithms Go Sexist: Why and How to Advance AI Gender Equity,"[""QUV5DQH3""]",version:950d71ce-958d-55e9-804d-1bb5f3a0a41a,[],[],[],[],{},,False,"[""Include""]",ai_review,not_recorded,"[""ai-agent-reviewed""]","[""accepted""]",[],[],[],Include,True,{},{},[],,[],[],"[""retain_ai_review_tier_and_record_any_further_review_at_artifact_level""]"
work:3feda9e5-1823-50e7-ba69-45171a68314d,Assessing trustworthy AI: Technical and legal perspectives of fairness in AI,"[""3QUWCYVW""]",version:d955da6b-a771-5f23-86b0-46c1a95087e3,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:406703a7-887c-531e-910a-726e4c7f2e94,What is AI Literacy? Competencies and Design Considerations,"[""UHEM78MX""]",version:2e7f4395-884f-5349-be38-59d45557bdb0,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:41a313e7-b0a6-59d3-8298-ffdfa9426827,Artificial Intelligence in a Structurally Unjust Society,"[""Y8J3HI9J""]",version:89b9428c-6e44-5fbc-85e6-b121596a1f32,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:42a27e1c-f75f-5191-ba3a-08568aed07eb,Generative AI and the Future of Digital Literacy: Opportunities for Gender Inclusion,"[""SWB86AYC""]",version:9fb6924b-3e08-50fa-a92e-9bfe341f0da3,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:43443814-3f53-51e1-af1a-7a3fa57091cc,The cultural stereotype and cultural bias of ChatGPT,"[""22KJL3PC""]",version:a351cf13-2fbc-530f-b085-c81667ad36d4,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:4407dc4b-a985-5596-9d5d-1ccd1d96cf7b,Generative AI & social work practice guidance,"[""7QQV7R9S""]",version:89e4e84f-7a62-5bc0-847d-d28b3a6a0d56,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:4468c0eb-10a3-50f3-b575-a5b25116f934,AI FORA – Artificial Intelligence for Assessment: Fairness bei der Verteilung öffentlicher sozialer Leistungen,"[""DJEVSR8D""]",version:8e756da2-423c-5cdf-a75b-6e2f759175c1,"[""Exclude""]","[""Exclude""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits""]"
work:4775f414-01fa-5533-8b8a-a908c6ea354f,Tech workers' perspectives on ethical issues in AI development: Foregrounding feminist approaches,"[""V4GTLMED""]",version:621621df-0e98-5d35-8853-57b671a5aa4d,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:47cf72d3-1308-5052-8041-9358c1472888,What’s in a name? Auditing large language models for race and gender bias,"[""YMABYPKF""]",version:561510b7-b930-59d2-92ad-b9422fd5c6fe,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:47dceca8-cf22-5ae7-8a90-a2908e2eba4c,PreciseDebias: An automatic prompt engineering approach for generative AI to mitigate image demographic biases,"[""MIT8HTC6""]",version:a8b3da9c-2847-5717-b7f6-13767b4428f1,"[""Include""]","[""Include""]",[],[],{},,False,[],legacy_human,legacy_human_annotation_not_new_lifecycle_verification,[],[],[],[],[],Include,False,{},{},[],,[],[],"[""retain_legacy_human_decision_and_document_historical_provenance_limits"", ""complete_source_bound_SQ1_SQ2_SQ3_coding""]"
work:4842d83e-8ed6-5633-b241-febb6e9c710f,Defeating Nondeterminism in LLM Inference,"[""FTJM5R8N""]",version:0cf091a3-19ee-58b4-82db-a6ce24d7bcae,[],[],[],[],{},,False,"[""Exclude""]",ai_review,not_recorded,"[""ai-agent-reviewed""]","[""accepted""]",[],[],[],Exclude,False,{},{},[],,[],[],"[""retain_ai_review_tier_and_record_any_further_review_at_artifact_level""]"
work:4b1bc38b-3228-5112-ac8f-026d8d4f7a2e,Research on the application risks and countermeasures of ChatGPT generative artificial intelligence in social work,"[""8MRNK6FX"", ""SSF5Q33W""]",version:09f3f9a5-44e5-5b5f-aff4-33c330d2d670,[],[],[],[],{},,False,"[""Include""]",ai_review,not_recorded,"[""ai-agent-reviewed""]","[""accepted""]",[],[],[],Include,True,{},{},[],,[],[],"[""retain_ai_review_tier_and_record_any_further_review_at_artifact_level""]"
